Label,Core,Core type,Surface modification,Modification type,Shape,Primary size,DLS size in water (nm),Zeta potential in water (mV),PdI in water,DLS size in dispersion medium (nm),Zeta potential in dispersion medium (mV),PdI in dispersion medium,Dispersion medium,NM concentration,Incubation protein source,Protein source organism,Protein source concentration,Incubation culture,Incubation time (h),Incubation temperature (℃),Incubation flow condition,Incubation flow speed,Incubation setting,Separation method,Centrifugation speed,Centrifugation time (min),Centrifugation temperature (℃),Centrifugation repetitions,Proteomic depth,x_index,Accession,RPA,Affinity_Category,Fill status,Box-Cox RPA,Preds
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_3,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,146.2 nm,-50.0,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,5,P02775,0.0190489510186805,1,0,-3.9396236606477326,-1.504740595817566
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; CEPS_avg,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,6,P02775,0.003111567012864,1,0,-5.72783975085007,-1.4603497982025146
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; CPS1_avg,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,116.6 nm,-45.87,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,7,P02775,0.003111567012864,1,0,-5.72783975085007,-1.2525639533996582
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_1,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,0,P03952,0.311297482122728,1,0,-1.1651681864511536,-1.0260670185089111
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_2,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,1,P03952,0.36649380981584,1,0,-1.002413585058516,-1.0260670185089111
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_3,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,2,P03952,0.3897649916380532,1,0,-0.9410128897651284,-1.0260670185089111
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_1,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,89.2 nm,-52.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,3,P03952,0.4707654515699425,1,0,-0.7526289317914159,-1.6529765129089355
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_2,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,114.4 nm,-35.2,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,4,P03952,0.5253206828816863,1,0,-0.6431868040549134,-1.6511385440826416
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_3,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,146.2 nm,-50.0,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,5,P03952,0.4346581688851453,1,0,-0.832258142053894,-1.7701172828674316
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; CEPS_avg,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,6,P03952,0.3558521150819406,1,0,-1.031798994005265,-1.0260670185089111
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; CPS1_avg,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,116.6 nm,-45.87,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,7,P03952,0.3558521150819406,1,0,-1.031798994005265,-1.7111252546310425
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_1,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,0,P02748,0.1337006793540996,1,0,-2.0066914373738074,-1.7062268257141113
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_2,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,1,P02748,0.1441849213632825,1,0,-1.9316000446990824,-1.7062268257141113
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_3,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,2,P02748,0.1625275260323176,1,0,-1.8124550788236045,-1.7062268257141113
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_1,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,89.2 nm,-52.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,3,P02748,0.2270244138320589,1,0,-1.4797314836874529,-1.0724661350250244
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_2,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,114.4 nm,-35.2,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,4,P02748,0.2022142464840388,1,0,-1.594980521494375,-0.7876064777374268
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_3,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,146.2 nm,-50.0,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,5,P02748,0.1920533554981276,1,0,-1.64630928707884,-0.871370792388916
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; CEPS_avg,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,6,P02748,0.1468043757970566,1,0,-1.913689310177074,-1.7062268257141113
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; CPS1_avg,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,116.6 nm,-45.87,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,7,P02748,0.1468043757970566,1,0,-1.913689310177074,-0.6368491649627686
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_1,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,0,P01011,0.9482211382359668,1,0,-0.0531637167262387,-2.4473283290863037
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_2,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,1,P01011,0.8419878515595516,1,0,-0.1719497336552997,-2.4473283290863037
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_3,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,2,P01011,0.8837131153869201,1,0,-0.1236021534637275,-2.4473283290863037
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_1,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,89.2 nm,-52.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,3,P01011,0.8305819511529211,1,0,-0.1855821302943879,-2.7881412506103516
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_2,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,114.4 nm,-35.2,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,4,P01011,0.943922986054645,1,0,-0.0577061991742301,-2.6306352615356445
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_3,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,146.2 nm,-50.0,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,5,P01011,0.846689382139315,1,0,-0.1663839647923741,-2.946607828140259
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; CEPS_avg,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,6,P01011,0.891307340933086,1,0,-0.1150480850316726,-2.4473283290863037
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; CPS1_avg,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,116.6 nm,-45.87,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,7,P01011,0.891307340933086,1,0,-0.1150480850316726,-2.5749878883361816
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_1,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,0,A0A0C4DH24,0.0059425599320984,1,0,-5.09028319157912,-3.6722190380096436
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_2,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,1,A0A0C4DH24,0.0052292747470579,1,0,-5.216370035637412,-3.6722190380096436
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_3,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,2,A0A0C4DH24,0.0079622253299452,1,0,-4.801624784806787,-3.6722190380096436
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_1,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,89.2 nm,-52.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,3,A0A0C4DH24,0.0054419511446262,1,0,-5.177064767808727,-2.8966212272644043
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_2,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,114.4 nm,-35.2,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,4,A0A0C4DH24,0.0034573915328422,1,0,-5.624068167138965,-2.7725279331207275
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_3,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,146.2 nm,-50.0,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,5,A0A0C4DH24,0.0053698553853655,1,0,-5.190214645830303,-3.044954776763916
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; CEPS_avg,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,6,A0A0C4DH24,0.0063780198713074,1,0,-5.020531550843092,-3.6722190380096436
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; CPS1_avg,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,116.6 nm,-45.87,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,7,A0A0C4DH24,0.0063780198713074,1,0,-5.020531550843092,-2.600053310394287
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_1,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,0,P01709,0.0068290057909482,1,0,-4.9531307806208416,-2.984234571456909
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_2,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,1,P01709,0.0097244927492874,1,0,-4.604226417994426,-2.984234571456909
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_3,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,2,P01709,0.0100207977324535,1,0,-4.57458366416373,-2.984234571456909
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_1,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,89.2 nm,-52.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,3,P01709,0.009820556559804,1,0,-4.594518519901155,-2.6864359378814697
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_2,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,114.4 nm,-35.2,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,4,P01709,0.0061829806804901,1,0,-5.051166153807765,-2.675696849822998
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_3,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,146.2 nm,-50.0,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,5,P01709,0.0104786749577091,1,0,-4.530453764927396,-2.8895351886749268
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; CEPS_avg,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,6,P01709,0.0088580987696583,1,0,-4.696369404097074,-2.984234571456909
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; CPS1_avg,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,116.6 nm,-45.87,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,7,P01709,0.0088580987696583,1,0,-4.696369404097074,-2.6263654232025146
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_1,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,0,A0A0B4J1Y8,0.0106948724881525,1,0,-4.510281031945613,-3.813744068145752
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_2,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,1,A0A0B4J1Y8,0.0076839577573315,1,0,-4.836735314749701,-3.813744068145752
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_3,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,2,A0A0B4J1Y8,0.0081574153922778,1,0,-4.777719382723341,-3.813744068145752
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_1,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,89.2 nm,-52.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,3,A0A0B4J1Y8,0.007355742691393,1,0,-4.879815661876635,-3.6170108318328857
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_2,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,114.4 nm,-35.2,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,4,A0A0B4J1Y8,0.0040358689262601,1,0,-5.471680203508363,-3.503129005432129
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_3,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,146.2 nm,-50.0,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,5,A0A0B4J1Y8,0.0073930561829153,1,0,-4.874822468041964,-3.6077303886413574
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; CEPS_avg,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,6,A0A0B4J1Y8,0.0088454147944976,1,0,-4.697784150323417,-3.813744068145752
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; CPS1_avg,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,116.6 nm,-45.87,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,7,A0A0B4J1Y8,0.0088454147944976,1,0,-4.697784150323417,-3.3791041374206543
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_1,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,0,P13671,0.2100797817415146,1,0,-1.5569834157867526,-2.868224859237671
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_2,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,1,P13671,0.2702644085356916,1,0,-1.3060444701665097,-2.868224859237671
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CEPS_3,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,2,P13671,0.2820988971411819,1,0,-1.2633363072078476,-2.868224859237671
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_1,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,89.2 nm,-52.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,3,P13671,0.1579421925947041,1,0,-1.840932100781172,-2.8790462017059326
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_2,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,114.4 nm,-35.2,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,4,P13671,0.1191964879586261,1,0,-2.1208813408379723,-2.5961456298828125
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; Normalized abundance_CPS1_3,Polystyrene,Polymer-based,None,N/A,Spherical,100.0 nm,146.2 nm,-50.0,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,5,P13671,0.1018858099902246,1,0,-2.276869578139297,-2.6110410690307617
after_x_collect\10.1016_j.bios.2025.117463\X_zero.xlsx; CEPS_avg,Polystyrene,Polymer-based,COOH,Anionic,Spherical,100.0 nm,107.0 nm,-48.4,Unknown,Unknown,Unknown,Unknown,Unknown,200 mg/L,Human serum,Human,0.4 mg/L,PBS,1.0,25.0,Flow,Unknown,In vitro,Centrifugation,16000 g,10.0,Unknown,3,0-500,6,P13671,0.2541476904234371,1,0,-1.3673076056742008,-2.868224859237671
